,text
14803,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14804,"Bengaluru girl detained for holding 'Free #Kashmir' placard

https://t.co/EWUSaEr3Kx"
14805,RT @JaanMeh: @MirchandaniYana @ImranKhanPTI One such effort in my place is opening of Women Skill Development Center and making our mothers…
14806,"RT @TajamulIslamP: @aleemudasir Last year, In July I was travelling from Jammu to Kashmir and we were stopped by the army late in the night…"
14807,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14808,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14809,@Aishasyed60 @mirwaliali @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ A tailpiece.… https://t.co/6JvwuQxt3g
14810,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14811,"RT @KhubaibRah001: Our #Kashmir completes 201 days of lockdown by Indian BJP government
201 days of Internet lockdown and illegal detention…"
14812,"RT @standwkashmir: “Sanaullah Dar was due to undergo surgery to remove a tumour in his bladder. Four months later, he was dead, with doctor…"
14813,200 days of #Lockdown in #Kashmir. Where is world's conscience ?
14814,"RT @Hatf_VI: LOC Update:

Shell fired by Indian Army at Khuiratta Sector. Photo was taken 34 Minutes ago. Indian Army is continuously targe…"
14815,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14816,@Agamjot2001 @UrslanH Tks:) The Possibly-True and the Possible. Let's all help #savechildren Build their future and… https://t.co/FjClJTcfOY
14817,"RT @ArmyAwameKasmir: Public hygiene starts with Personal hygiene. Abiding by the tenets of Swachh Bharat Abhiyan, a health check-up of more…"
14818,RT @ArmyAwameKasmir: It is Cricket season in Haiderbeig. An exhilarating Inter Village Cricket Tournament organized from 14-18 Feb. The fin…
14819,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14820,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14821,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14822,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14823,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14824,"RT @PagalLion007: #IndianArmy deliberately​ targeting civilian​ population with heavy guns in at #KundalShahi sector of #NeelumValley.
#LOC…"
14825,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14826,RT @HusnynNaveed: Clashes going on between Pakistan Army and Indian Army in Khuiratta sector of LoC as well after Indian forces violated ce…
14827,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14828,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14829,"RT @KhubaibRah001: Our #Kashmir completes 201 days of lockdown by Indian BJP government
201 days of Internet lockdown and illegal detention…"
14830,RT @nazir_lord: Remember Indian Occupied #kashmir  @realDonaldTrump @POTUS @StateDept @amnesty @hrw @UNHumanRights @washingtonpost @nytimes…
14831,"RT @Muslims4USA: For #Kashmir today is 200 Days. Please Tweet.
Tweet between 8:00 PM to 10:00 PM, East Coast Time. 
▪️ Outside USA please c…"
14832,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14833,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14834,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14835,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14836,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14837,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14838,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14839,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14840,"RT @HusnynNaveed: LoC Update  :

Indian forces have once again resorted to firing and shelling on civilian population in Kundal Shahi area…"
14841,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14842,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14843,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14844,"RT @UZMA98: @realDonaldTrump 
Do request @narendramodi 
To let us (Kashmiris) ,play Pubg Mobile Game.  
Thank You. 
#internetban #vpnban #s…"
14845,"@realDonaldTrump 
Do request @narendramodi 
To let us (Kashmiris) ,play Pubg Mobile Game.  
Thank You.… https://t.co/Kesmaq3uYY"
14846,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14847,Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox… https://t.co/lApvBDjmGo
14848,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14849,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14850,"#Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This… https://t.co/xz6FOCAMYb"
14851,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14852,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14853,"Ather Zia, Resisting Disappearance: Military #Occupation and Women's Activism in #Kashmir (New Texts Out Now)… https://t.co/vsJvdFUENY"
14854,"RT @KhatoonHabba: I have been blocked from accounts of many collaborators.
They need to know our resistance is alive and thriving.
We have…"
14855,"RT @ChinarcorpsIA: As the world celebrates #MahaShivratri2020, #ChinarCorps wishes All Ranks, Civilian Staff and the Awam of #Kashmir great…"
14856,"@Agamjot2001 @UrslanH Dr Urslan is talking of medical negligence, unavailability of medical facilities to… https://t.co/Ow7W3yXvrp"
14857,"RT @tkwmag: #Srinagar woman duped of rupees 22 lacs by online ""fraudsters"", case registered by police #Kashmir 

https://t.co/lDeUToMrxY"
14858,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14859,"RT @Hatf_VI: LOC Update:

Shell fired by Indian Army at Khuiratta Sector. Photo was taken 34 Minutes ago. Indian Army is continuously targe…"
14860,"RT @Beingsajiddarr: BJP holds meeting of some local party workers for J&amp;K #PanchayatElections in Srinagar, Kashmir .

#BJP #Kashmir #electi…"
14861,"""Our community has shrunken so much. The festival is not the same any more, there have been so many changes. But we… https://t.co/QM8y0z7XYj"
14862,"RT @premjourn: Kashmir Bleeds #Kashmir 

 @mirsuhail https://t.co/LeeeebDC0t"
14863,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14864,"In pics - Kashmir Pandit devotees and forces personnel offer special prayers at Shankaracharya Temple, on top of th… https://t.co/8xl3xX6qDl"
14865,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14866,"RT @Beingsajiddarr: BJP holds meeting of some local party workers for J&amp;K #PanchayatElections in Srinagar, Kashmir .

#BJP #Kashmir #electi…"
14867,"RT @KashmirOSINT: One of the common torture practices used by Indian forces in #Kashmir; removing nails. 

Other forms of torture:
-electri…"
14868,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14869,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14870,RT @Ghnshah1: The Jammu and Kashmir administration approved a proposal to set up the Elevated Light Rail System (ELRS) in the twin capital…
14871,RT @Shoukatdar2: Saudi Arabia's double game in South Asia @TRTWorld https://t.co/lqCvTyFVlR Saudi government has shown almost zero interest…
14872,Herath in Kashmir: ‘Will celebrate the way my parents do’ https://t.co/9tNiXSJCrO #Kashmir
14873,"Srinagar woman duped of rupees 22 lacs by online “fraudsters”, case registered by… https://t.co/87MkyXpuNZ #Kashmir"
14874,"RT @KiranAleemkhan1: 200days of #Kashmir siege and a Kashmiri mother awaits for her jailed son. She can not travel, her husband is no more…"
14875,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14876,"RT @PagalLion007: #IndianArmy deliberately​ targeting civilian​ population with heavy guns in at #KundalShahi sector of #NeelumValley.
#LOC…"
14877,"RT @neelakantha: We need our part of #Kashmir, at one place, to rebuild our community and to revive an identity that is on the brink of ext…"
14878,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14879,"RT @justiceforallcn: How Impacted Rohingyas, Uighurs, Kashmiris, and Indians Can File a Lawsuit Against Their Aggressors - Free Seminar Ale…"
14880,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14881,"RT @tkwmag: Saleema wears her sexuality on her sleeves. But the eyes! They follow her everywhere. #Kashmir | By @_aniswani
https://t.co/YQd…"
14882,"@UrslanH @Agamjot2001 The Sad Plight - You're right, tks Dr. #reality #nomedicalcare #Kashmir"
14883,"From last night people of Neelum valley are facing shelling with time to time. 

#loc #Kashmir #pakarmy"
14884,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14885,"RT @KhubaibRah001: Our #Kashmir completes 201 days of lockdown by Indian BJP government
201 days of Internet lockdown and illegal detention…"
14886,"RT @NorthernComd_IA: With the aim to support the spirit of youth seeking promising career, #IndianArmy in #Kashmir is organising series of…"
14887,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14888,"RT @PagalLion007: #IndianArmy started unprovoked​ ceasefire violation in at #Keerni and #Kasba sectors of #Poonch district​.
proper counter…"
14889,Local authorities in Indian-controlled #Kashmir have opened a case against hundreds of people who used VPNs to circ… https://t.co/rsRRXfGlvv
14890,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14891,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14892,RT @ClaudeRakisits: It’s thanks to the courageous work of journalists like @ahmermkhan that the outside world is kept informed of the situa…
14893,"RT @ChinarcorpsIA: As the world celebrates #MahaShivratri2020, #ChinarCorps wishes All Ranks, Civilian Staff and the Awam of #Kashmir great…"
14894,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14895,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14896,RT @ClaudeRakisits: It’s thanks to the courageous work of journalists like @ahmermkhan that the outside world is kept informed of the situa…
14897,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
14898,RT @standwkashmir: Just so its clear #India wants to designate people who use #VPN to circumvent the social media ban in #Kashmir as “terro…
14899,"RT @imuntazir: 'Yath waaw haley czhoong kus zalay, tili kani zales Alim te Deen'  
'Who is going to light a lamp in these heavy stormy &amp; wi…"
14900,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14901,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
14902,"RT @CPJKashmir: 'Humiliating to the core': how India turned a #Kashmir hotel into a jail

https://t.co/DN0YMYnpdy"
14903,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14904,"RT @DDNewslive: Post abrogation of #Article370, people of #Kashmir speak on the new template of Peace, Development and Dialogue 
Watch #DDD…"
14905,"RT @_RajeevKumar_: Worlds longest ever internet shutdown cripples research in Kashmir. 2G access, permission to only selected sites halt re…"
14906,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14907,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14908,"RT @NimraSamarrr: 18th Account. #Kashmir 

#FedUpOfThisSuspension"
